excel_row,excel_index,excel_name,normalized_name,credit_rating,occupation_formula,occupation_skills,contacts_present,description_source_hint,classification,official_family_key,matched_source_entries,mechanics_match,setting_or_source_hint,duplicate_group,recommended_action,confidence,notes
204,202,自宅警备员,自宅警备员,1-10,教育×4,"计算机，聆听，潜行，图书馆，母语，任意三项符合尼特族形象的特长。
",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
205,203,壮汉保镖,壮汉保镖,9-30,教育×2＋力量或敏捷×2,格斗（斗殴），射击，急救，一项社交技能（取悦、话术、恐吓、说服），法律，心理学，侦察和下面的一种个人特长：汽车驾驶或骑术。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
206,204,游戏测试员,游戏测试员,9-20,教育×4,手艺（游戏），计算机，电气维修，电子学，聆听，一项社交技能（取悦、话术、恐吓、说服），任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
207,205,交际花,交际花,9-30,教育×2＋外貌×2,艺术（任意），估价，潜行，一项社交技能（取悦、话术、恐吓、说服），急救，其他语言（欧洲），心理学，骑术，（乔装、钳工）中的一种，任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
208,206,考古学家,考古学家,30-60,教育×4,会计，艺术（任意），估价，历史，图书馆，其他语言（欧洲），一项社交技能（取悦、话术、恐吓、说服），心理学，侦查，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
209,207,贵族,贵族,70-99,教育×2＋教育或外貌×2,拉丁语，法律，其他语言（欧洲），一项社交技能（取悦、话术、恐吓、说服），骑术，射击（霰弹枪），任意三项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
210,208,艺术家,艺术家,10-40,教育×2＋敏捷或意志×2,艺术及手艺（任意多种），估价，历史，图书馆，其他语言（欧洲），侦查，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:艺术家,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
211,209,作家,作家,10-40,教育×4,艺术（写作），历史，图书馆，其他语言（欧洲），母语，一项社交技能（取悦、话术、恐吓、说服），心理学，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
212,210,马车夫,马车夫,3-10,教育×2＋敏捷×2,闪避，马车驾驶，跳跃，聆听，机械维修，博物学，导航，一项社交技能（取悦、话术、恐吓、说服），侦查，格斗（鞭），任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
213,211,牧师,牧师,20-65,教育×2＋外貌或意志×2,历史，拉丁语，图书馆，一项社交技能（取悦、话术、恐吓、说服），心理学，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
214,212,咨询侦探,咨询侦探,10-60,教育×4,人类学，估价，科学（化学），急救，历史，法律，图书馆，聆听，心理学，其他语言（任意），侦查，追踪，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
215,213,工匠,工匠,9-35,教育×2＋力量或敏捷×2,会计，估价，手艺（任意多种），机械维修，一项社交技能（取悦、话术、恐吓、说服），侦查，任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:工匠,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
216,214,罪犯,罪犯,9-30,教育×2＋外貌或敏捷或力量×2,估价，乔装，一项社交技能（取悦、话术、恐吓、说服），潜行，锁匠，格斗（任意两项），任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
217,215,业余艺术爱好者,业余艺术爱好者,10-70,教育×2＋外貌×2,任意六项个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
218,216,艺人,艺人,10-40,教育×2＋外貌或意志×2,艺术（任意多种），乔装，闪避，两项社交技能（取悦、话术、恐吓、说服），聆听，母语，心理学，任意三项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:艺人,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
219,217,退役军官,退役军官,40-75,教育×4,"潜行，急救，射击（手枪、来复枪）,导航，其他语言（任意）,一项社交技能（取悦、话术、恐吓、说服）,心理学，骑术,格斗（剑），侦查，（攀爬、游泳）中的一种",no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
220,218,探险家,探险家,45-70,教育×2＋外貌或敏捷或力量×2,人类学，考古学，估价，科学（生物学），攀爬，急救，射击（手枪、来复枪），格斗（斗殴），博物学，导航，其他语言（任意），驾驶（小艇，船，热气球），骑术，潜行，侦查，游泳，追踪,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
221,219,私家侦探,私家侦探,9-40,教育×2＋外貌或敏捷×2,会计，两项社交技能（取悦、话术、恐吓、说服），法律，图书馆，聆听，锁匠，艺术及手艺（摄影），侦查，任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:私家侦探,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
222,220,记者,记者,9-30,教育×2＋外貌或敏捷×2,估价，闪避，两项社交技能（取悦、话术、恐吓、说服），图书馆，聆听，其他语言（欧洲），母语，艺术及手艺（摄影），心理学，侦查。,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
223,221,劳工,劳工,0-10,教育×2＋力量×2,估价，一项社交技能（取悦、话术、恐吓、说服），闪避，急救，机械维修，重型机械操作，任意一项其他个人或时代特长，以及从以下任选两种：（攀爬，斗殴，手艺（任意），马车驾驶，驾驶：船）,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
224,222,律师,律师,20-80,教育×4,会计，估价，两项社交技能（取悦、话术、恐吓、说服），历史，拉丁语，法律，图书馆，聆听，心理学，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:律师,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
225,223,医生,医生,30-70,教育×4,科学（生物学、药剂学），急救，拉丁语，图书馆，医学，心理学，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
226,224,警察,警察,9-30,教育×2＋力量或敏捷×2,格斗（斗殴），闪避，一项社交技能（取悦、话术、恐吓、说服），急救，射击（手枪），法律，聆听，心理学，潜行，侦查,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
227,225,教授/学者,教授/学者,20-50,教育×4,图书馆，其他语言（欧洲），一项社交技能（取悦、话术、恐吓、说服），心理学，至多六种额外的学识技巧作为个人专长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
228,226,科学家,科学家,10-60,教育×4,手艺（任意），历史，图书馆，机械维修，一项社交技能（取悦、话术、恐吓、说服），侦查，至多六种其他学识技巧作为个人专长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,same-name:科学家,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
229,227,佣人,佣人,0-10,教育×2＋外貌或敏捷×2,手艺（任意），闪避，聆听，潜行，任意一项其他个人或时代特长，以及从以下中最多选取三个：（会计，估价，马车驾驶，礼仪，急救，其他语言（欧洲），说服）,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
230,228,店主,店主,9-30,教育×2＋外貌或敏捷×2,会计，估价，手艺（任意），聆听，一项社交技能（取悦、话术、恐吓、说服），心理学，侦查，任意一项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
231,229,士兵,士兵,9-30,教育×2＋力量或敏捷×2,闪避，急救，潜行，聆听，机械维修，射击（来复枪），潜行，侦查，任意两项其他个人或时代特长,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
232,230,密探,密探,30-70,教育×2＋外貌或敏捷×2,乔装，一项社交技能（取悦、话术、恐吓、说服），潜行，历史，图书馆，聆听，锁匠，导航，其他语言（欧洲），心理学，侦查，格斗（任意）,no,《克苏鲁煤气灯》1980s职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁煤气灯》1980s职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
